Bob0;Bob1;Bob2;Bob3;Bob4;Bob5;Bob6;Bob7;Bob8;Bob9;
2917,0;3977,0;2917,0;3977,0;2917,0;3977,0;2917,0;3977,0;2917,0;3977,0
