Bob0;Bob1;Bob2;Bob3;Bob4;Bob5;Bob6;Bob7;Bob8;Bob9;
42113,0;45728,0;42113,0;45728,0;42113,0;45728,0;42113,0;45728,0;42113,0;45728,0
