Bob0;Bob1;Bob2;Bob3;Bob4;Bob5;Bob6;Bob7;Bob8;Bob9;
44287,0;40672,0;44287,0;40672,0;44287,0;40672,0;44287,0;40672,0;44287,0;40672,0
